Doc. ID,Document Code,Document Name,Rev. #,Department,Doc. Type,Doc. Category,Site Name,Doc. Reference,Status
519,CO-LAB-FRM-026,T7 Gene 6 Exonuclease 1000U/µL,9,Laboratory,Forms,QMS,Corporate,QS-IQC-0225,Active
534,CO-CA-FRM-041,Consent for Voluntary Donation of In-house Collected Samples,2,Clinical Affairs,Forms,QMS,Corporate,QS-T-208,Active
535,CO-QA-JA-001,A Basic Guide to Finding Documents in SharePoint,2,Quality Assurance,Job Aid,QMS,Corporate,QS-JA-001,Active
536,CO-OPS-PTL-009,Heated Detection Rig OQ Procedure,4,Operations,Protocol,QMS,Corporate,QS-VAL-035,Active
537,CO-QC-SOP-094,Procedure to Control Chemical and Biological Spillages,5,Quality Control,Standard Operating Procedure,QMS,Corporate,QS-LAB-020,Active
538,CO-LAB-SOP-095,Instrument Cleaning Procedure,6,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-040,Active
539,CO-QA-SOP-096,Analysis of Quality Data,5,Quality Assurance,Standard Operating Procedure,QMS,Corporate,QS-MGT-020,Active
540,CO-LAB-SOP-097,Wireless Temperature and Humidity Monitoring,15,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-006,Active
541,CO-QA-SOP-099,Deviation Procedure,7,Quality Assurance,Standard Operating Procedure,QMS,Corporate,QS-MGT-017,Active
543,CO-LAB-SOP-102,Use of the Grant XB2 Ultrasonic Bath,4,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-023,Active
544,CO-LAB-SOP-103,Environmental Controls in the Laboratory,13,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-009,Out For Revision
545,CO-OPS-SOP-104,CT_IC Detection Reagent,7,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-130,Active
546,CO-OPS-SOP-105,NG1_IC Detection Reagent,8,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-131,Active
547,CO-OPS-SOP-107,Manufacture of NG2/IC Detection Reagent,7,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-132,Active
548,CO-LAB-SOP-108,Laboratory Cleaning,22,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-019,Active
549,CO-CA-T-147,Clinical Trial Agreement,2,Clinical Affairs,Templates,QMS,Corporate,QS-T-205,Active
550,CO-CA-FRM-044,Non-binx-initiated study proposal,1,Clinical Affairs,Forms,QMS,Corporate,QS-T-209,Active
551,CO-LAB-SOP-129,Use of the Priorclave Autoclave,8,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-024,Active
552,CO-LAB-SOP-130,Heated Detection Rig Work Instructions,2,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-061,Active
553,CO-LAB-SOP-131,Pipette Use and Calibration SOP,13,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-001,Active
554,CO-OPS-SOP-132,Manufacture of Elution Buffer Revision 2,4,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-054,Active
555,CO-OPS-SOP-133,Manufacture of Brij 58 Solution,8,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-056,Out For Revision
556,CO-OPS-SOP-134,Manufacture of Trehalose in PCR Buffer,7,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-095,Active
557,CO-LAB-SOP-135,Guidance for Use and Completion of MFG Documents,3,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-055,Active
558,CO-LAB-REG-008,Manufacturing Lot Number Register,5,Laboratory,Registers,QMS,Corporate,QS-REG-003,Active
559,CO-LAB-SOP-136,Solution Preparation SOP,6,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-005,Out For Revision
560,CO-LAB-SOP-137,Variable Temperature Apparatus Monitoring,8,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-018,Active
561,CO-LAB-SOP-138,Use of Temperature and Humidity Loggers,4,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-032,Active
562,CO-QA-SOP-139,Change Management Procedure for Product/Project Documents,17,Quality Assurance,Standard Operating Procedure,QMS,Corporate,QS-DOC-004,Active
563,CO-QA-POL-006,Policy for Document Control and Change Management,5,Quality Assurance,Policy,QMS,Corporate,QS-POL-002,Active
566,CO-OPS-SOP-142,CTNG T7 Diluent,4,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-128,Active
569,CO-LAB-T-148,Template for Laboratory Code of Practice,1,Laboratory,Templates,QMS,Corporate,,Active
570,CO-LAB-SOP-145,Handling Biological Materials,5,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-010,Active
572,CO-QA-SOP-147,Managing an External Audit,5,Quality Assurance,Standard Operating Procedure,QMS,Corporate,QS-MGT-014,Active
573,CO-HR-POL-007,Training Policy,4,Human Resources,Policy,QMS,Corporate,QS-POL-003,Active
574,CO-OPS-POL-008,Policy for Purchasing and Management of Suppliers,5,Operations,Policy,QMS,Corporate,QS-POL-004,Active
575,CO-CA-POL-009,Verification and Validation Policy,4,Clinical Affairs,Policy,QMS,Corporate,QS-POL-007,Active
576,CO-QA-POL-010,Policy for Control of Infrastructure Environment and Equipment,5,Quality Assurance,Policy,QMS,Corporate,QS-POL-008,Active
577,CO-OPS-POL-011,WEEE Policy,4,Operations,Policy,QMS,Corporate,QS-POL-009,Active
578,CO-CS-POL-012,Policy for Customer Feedback,5,Customer Support,Policy,QMS,Corporate,QS-POL-012,Active
579,CO-QA-POL-013,Policy for Complaints and Vigilance,2,Quality Assurance,Policy,QMS,Corporate,QS-POL-017,Active
580,CO-LAB-SOP-148,Procedure for Aliquoting and Batch Retaining Reagents,12,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-011,Active
581,CO-LAB-SOP-149,Introducing New Laboratory Equipment,6,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-030,Active
582,CO-LAB-SOP-150,Standard Use of Freezers,9,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-015,Active
583,CO-LAB-SOP-151,Management and Control of Critical and Controlled Equipment,10,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-012,Active
584,CO-LAB-SOP-152,Instrument Failure Reporting SOP,3,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-083,Active
585,CO-LAB-SOP-153,Use of UV Cabinets,7,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-007,Active
587,CO-QC-QCP-039,T7 Raw Material Test,12,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-027,Active
588,CO-OPS-PTL-010,Reader Installation Qualification Protocol,15,Operations,Protocol,QMS,Corporate,QS-VAL-003,Active
590,CO-LAB-SOP-155,Experimental Planning and Write-Up,9,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-002,Active
591,CO-LAB-SOP-156,Controlled Laboratory Notes,10,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-003,Active
593,CO-LAB-SOP-158,Use of the NanoDrop ND2000 Spectrophotometer,5,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-026,Active
594,CO-LAB-SOP-159,Use of Rotor-Gene Q,4,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-033,Active
595,CO-LAB-SOP-160,Use of the Miele Laboratory Glassware Washer G7804,2,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-034,Active
596,CO-LAB-SOP-161,Elix Deionised Water System,2,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-035,Active
598,CO-LAB-SOP-163,Running Cartridges on io Readers,10,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-042,Active
599,CO-LAB-SOP-164,Bambi compressor: Use and Maintenance,3,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-043,Active
600,CO-OPS-SOP-165,Windows Software Update,1,Operations,Standard Operating Procedure,QMS,Corporate,QS-LAB-047,Active
601,CO-OPS-SOP-166,Pneumatics Test Rig Set up and Calibration,2,Operations,Standard Operating Procedure,QMS,Corporate,QS-LAB-050,Out For Revision
602,CO-LAB-SOP-167,Attaching Electrode and Blister Adhesive and Blister Pack and Cover (M600),5,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-053,Active
603,CO-LAB-SOP-168,Jenway 3510 model pH Meter,4,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-056,Active
604,CO-LAB-SOP-169,Use of Fermant Pouch Sealer,3,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-057,Active
605,CO-LAB-SOP-170,Rapid PCR Rig Work Instructions,3,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-059,Active
606,CO-QC-SOP-171,Quality Control Rounding Procedure,3,Quality Control,Standard Operating Procedure,QMS,Corporate,QS-LAB-065,Active
607,CO-OPS-SOP-172,Tool Changes of the Rhychiger Heat Sealer,3,Operations,Standard Operating Procedure,QMS,Corporate,QS-LAB-066,Active
608,CO-QC-SOP-173,Laboratory Investigation (LI) Procedure for Invalid Assays and Out of Specification (OOS) Results,3,Quality Control,Standard Operating Procedure,QMS,Corporate,QS-LAB-069,Active
609,CO-OPS-SOP-174,Engineering Rework Procedure,2,Operations,Standard Operating Procedure,QMS,Corporate,QS-LAB-076,Active
610,CO-LAB-SOP-175,Out of Hours Power Loss and Temperature Monitoring,3,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-077,Active
612,CO-LAB-SOP-177,Operating instruction for the QuantStudio 3D digital PCR system,1,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-080,Active
613,CO-LAB-SOP-178,Operating Instructions for Signal Analyser,1,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-081,Active
615,CO-LAB-SOP-180,Reconstitution of Lyophilised Materials,3,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-084,Active
616,CO-LAB-SOP-181,Use of the Thermomixer HC block,1,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-085,Active
618,CO-LAB-SOP-183,Use of the Microcentrifuge 24,1,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-087,Active
619,CO-LAB-SOP-184,Pilot Line Blister Filling and Sealing Standard Operating Procedure,3,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-088,Active
620,CO-QC-SOP-185,Use of the SB3 Rotator,2,Quality Control,Standard Operating Procedure,QMS,Corporate,QS-LAB-090,Active
621,CO-OPS-SOP-186,Use of the VPUMP Vacuum pump,2,Operations,Standard Operating Procedure,QMS,Corporate,QS-LAB-091,Active
622,CO-OPS-SOP-187,Force Test Rig Set up and Calibration,4,Operations,Standard Operating Procedure,QMS,Corporate,QS-LAB-051,Out For Revision
623,CO-OPS-SOP-188,Process Validation,4,Operations,Standard Operating Procedure,QMS,Corporate,QS-V-002,Active
624,CO-QC-FRM-049,QC Monthly Laboratory Checklist,0,Quality Control,Forms,QMS,Corporate,,Active
625,CO-QC-COP-001,Quality Control Laboratory Code of Practice,3,Quality Control,Code of Practice,QMS,Corporate,,Out For Revision
626,CO-OPS-PTL-011,Rapid PCR Rig OQ Procedure,2,Operations,Protocol,QMS,Corporate,QS-VAL-029,Active
627,CO-LAB-FRM-050,Incoming Quality Control and Specification for ‘CMO Manufactured io® Cartridges’,8,Laboratory,Forms,QMS,Corporate,QS-IQC-0283,Active
628,CO-OPS-SOP-189,CT/NG ATCC Input Generation,16,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-159,Active
631,CO-LAB-FRM-041,Incoming Quality Control and Specification for ‘NG1 Plasmid in TE buffer’ Materials binx Part Number: 0346,0,Laboratory,Forms,QMS,Corporate,QS-IQC-0346,Active
632,CO-LAB-FRM-042,Incoming Quality Control and Specification for ‘NG2 Plasmid in TE buffer’ Materials binx Part Number: 0347,0,Laboratory,Forms,QMS,Corporate,QS-IQC-0347,Active
633,CO-LAB-FRM-043,Incoming Quality Control and Specification for ‘CT Plasmid in TE buffer’ Materials binx Part Number: 0348,0,Laboratory,Forms,QMS,Corporate,QS-IQC-0348,Active
636,CO-OPS-SOP-190,Preparation of IC DNA in TE buffer 10ng/μl master stock aliquots,3,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-097,Active
638,CO-OPS-SOP-192,Verification Testing Process SOP,3,Operations,Standard Operating Procedure,QMS,Corporate,QS-V-001,Out For Revision
650,CO-LAB-FRM-061,Part No. 0093 CT ME17 Synthetic target HPLC GRADE,6,Laboratory,Forms,QMS,Corporate,QS-IQC-0093,Active
654,CO-QC-FRM-065,Quality Control Out of Specification Result Investigation Record Form,2,Quality Control,Forms,QMS,Corporate,,Active
655,CO-QC-SOP-012,Quality Control Out of Specification Results Procedure,2,Quality Control,Standard Operating Procedure,QMS,Corporate,,Active
656,CO-LAB-FRM-066,C. trachomatis serotype F Elementary Bodies Part No. 0106,5,Laboratory,Forms,QMS,Corporate,QS-IQC-0106,Active
659,CO-LAB-FRM-069,Part No. 0118 IC Synthetic target HPLC GRADE,6,Laboratory,Forms,QMS,Corporate,QS-IQC-0118,Active
664,CO-LAB-FRM-074,CT synthetic target containing Uracil Part no: 0168,6,Laboratory,Forms,QMS,Corporate,QS-IQC-0168,Active
666,CO-LAB-FRM-076,Part Number 0188 Vircell CT DNA Control,2,Laboratory,Forms,QMS,Corporate,QS-IQC-0188,Active
669,CO-LAB-FRM-079,‘Uracil DNA Glycosylase [50 thousand U/mL]’ Part Number 0240,4,Laboratory,Forms,QMS,Corporate,QS-IQC-0240,Active
672,CO-LAB-FRM-082,Part No. 0248 Pectobacterium atrosepticum chromosomal DNA in TE buffer,4,Laboratory,Forms,QMS,Corporate,QS-IQC-0248,Active
674,CO-LAB-FRM-084,NG1 Synthetic Target Part No 0258,3,Laboratory,Forms,QMS,Corporate,QS-IQC-0258,Active
675,CO-LAB-FRM-085,NG2 Synthetic Target Part no 0259,3,Laboratory,Forms,QMS,Corporate,QS-IQC-0259,Active
676,CO-LAB-FRM-086,‘0260 CT Forward Primer from SGS DNA’,7,Laboratory,Forms,QMS,Corporate,QS-IQC-0260,Active
677,CO-LAB-FRM-087,Part No 0261 ‘CT Reverse Mod Primer’ from SGS DNA,6,Laboratory,Forms,QMS,Corporate,QS-IQC-0261,Out For Revision
678,CO-LAB-FRM-088,Incoming Quality Control and Specification for ‘IC Forward Primer’ from SGS DNA: Part number 0262 and 0419,6,Laboratory,Forms,QMS,Corporate,QS-IQC-0262,Out For Revision
679,CO-LAB-FRM-089,Part No 0263 ‘IC Reverse Primer’ from SGS DNA,5,Laboratory,Forms,QMS,Corporate,QS-IQC-0263,Out For Revision
680,CO-LAB-FRM-090,Part No 0264 ‘NG Target 1 Forward Primer’ from SGS DNA,5,Laboratory,Forms,QMS,Corporate,QS-IQC-0264,Out For Revision
681,CO-LAB-FRM-091,Part No 0265 ‘NG Target 1 RA Reverse Primer’ from SGS DNA,5,Laboratory,Forms,QMS,Corporate,QS-IQC-0265,Out For Revision
682,CO-LAB-FRM-092,Part No 0266 ‘NG Target 2 Forward Primer’ from SGS DNA,5,Laboratory,Forms,QMS,Corporate,QS-IQC-0266,Out For Revision
683,CO-LAB-FRM-093,Part No 0267 ‘NG Target 2 Reverse Primer’ from SGS DNA,5,Laboratory,Forms,QMS,Corporate,QS-IQC-0267,Out For Revision
684,CO-LAB-FRM-094,NG1 Taqman Probe HPLC GRADE Part no 0268,3,Laboratory,Forms,QMS,Corporate,QS-IQC-0268,Active
685,CO-LAB-FRM-095,NG2 Taqman probe HPLC GRADE Part No 0269,3,Laboratory,Forms,QMS,Corporate,QS-IQC-0269,Active
686,CO-LAB-FRM-096,‘25U/µL Taq-B DNA Polymerase (Low Glycerol)’ Part Number 0270,3,Laboratory,Forms,QMS,Corporate,QS-IQC-0270,Active
689,CO-LAB-FRM-099,‘Neisseria gonorrhoeae DNA’ Part Number 0273,2,Laboratory,Forms,QMS,Corporate,QS-IQC-0273,Active
690,CO-LAB-FRM-100,‘CT/NG: IC DNA Reagent',9,Laboratory,Forms,QMS,Corporate,QS-IQC-0275,Active
691,CO-LAB-FRM-101,‘CT/NG: NG1/NG2/IC Primer Passivation Reagent',10,Laboratory,Forms,QMS,Corporate,QS-IQC-0276,Active
692,CO-LAB-FRM-102,‘CT/NG: TaqUNG Reagent',9,Laboratory,Forms,QMS,Corporate,QS-IQC-0277,Active
693,CO-LAB-FRM-103,CT/NG: NG1/IC Detection Reagent',9,Laboratory,Forms,QMS,Corporate,QS-IQC-0278,Active
694,CO-LAB-FRM-104,‘CT/NG: NG2/IC Detection Reagent',9,Laboratory,Forms,QMS,Corporate,QS-IQC-0279,Active
695,CO-LAB-FRM-105,CT/NG: CT/IC Primer Passivation Reagent',10,Laboratory,Forms,QMS,Corporate,QS-IQC-0280,Active
696,CO-LAB-FRM-106,‘CT/NG: CT/IC Detection Reagent',9,Laboratory,Forms,QMS,Corporate,QS-IQC-0281,Active
697,CO-LAB-FRM-107,‘IC di275 Probe from SGS’ Part No. 0288,4,Laboratory,Forms,QMS,Corporate,QS-IQC-0288,Out For Revision
698,CO-LAB-FRM-108,‘CT di452 Probe from SGS’ Part No. 0289,4,Laboratory,Forms,QMS,Corporate,QS-IQC-0289,Out For Revision
699,CO-LAB-FRM-109,Internal Control di275 Probe from ATDBio Part Number 0294,2,Laboratory,Forms,QMS,Corporate,QS-IQC-0294,Active
701,CO-LAB-FRM-111,Part No. 0296 Chlamydia trachomatis serovar F ATCC VR-346,3,Laboratory,Forms,QMS,Corporate,QS-IQC-0296,Active
702,CO-LAB-FRM-112,Part Number 0298 Vircell NG DNA Control,2,Laboratory,Forms,QMS,Corporate,QS-IQC-0298,Active
713,CO-LAB-FRM-123,Part No. 0318  NATtrol Chlamydia trachomatis Positive Control,1,Laboratory,Forms,QMS,Corporate,QS-IQC-0318,Active
714,CO-LAB-FRM-124,Part No. 0319 NATrol Neisseria gonorrhoeae Positive Control,2,Laboratory,Forms,QMS,Corporate,QS-IQC-0319,Active
726,CO-LAB-FRM-136,Part No. 0339 ‘NG2_di275_probe’ from SGS DNA,1,Laboratory,Forms,QMS,Corporate,QS-IQC-0339,Active
758,CO-OPS-SOP-196,SOP to record the details of the manufacture of 75x PCR buffer,3,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-094,Active
759,CO-OPS-PTL-013,Validation -80 Freezer QC Lab,1,Operations,Protocol,QMS,Corporate,QS-VAL-002,Active
760,CO-OPS-PTL-014,Validation -80 Chest Freezer Micro lab,2,Operations,Protocol,QMS,Corporate,QS-VAL-004,Active
761,CO-OPS-PTL-015,Validation 2-8 Refrigerator QC Lab,1,Operations,Protocol,QMS,Corporate,QS-VAL-005,Active
762,CO-OPS-SOP-197,Manufacture of Taq/UNG Reagent,9,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-100,Active
763,CO-OPS-SOP-198,Manufacture of microorganism glycerol stocks,6,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-117,Active
764,CO-LAB-SOP-199,Manufacture of CT/NG Negative Control Samples,7,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-MFG-135,Active
765,CO-OPS-SOP-200,Manufacture of Chlamydia trachomatis and Neisseria gonorrhoeae positive control samples,8,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-140,Active
767,CO-OPS-SOP-202,Composite CT/NG Samples for Within and Inter-Laboratory Precision/Reproducibility (for FDA 510(k)),2,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-147,Active
768,CO-OPS-SOP-203,Manufacture of Wash Buffer II,3,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-157,Active
770,CO-OPS-SOP-205,Manufacture of 200mM Tris pH8.0,4,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-160,Active
771,CO-OPS-SOP-206,Manufacture of 1.5 M Trehalose,2,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-161,Active
773,CO-OPS-SOP-208,Contrived male urine specimens for Within and Inter-Laboratory Precision/Reproducibility (for FDA 510(k)),1,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-163,Active
774,CO-OPS-SOP-209,Preparation of bulk male urine plus 10% eNAT (v/v),1,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-164,Active
793,CO-OPS-SOP-228,Manufacture of Ab-HS Taq/UNG Reagent,2,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-188,Active
794,CO-OPS-SOP-229,Manufacture of CT/TV/IC Primer Buffer Reagent,2,Operations,Standard Operating Procedure,QMS,Corporate,QS-MFG-189,Active
796,CO-QC-PTL-016,Validation Protocol -20 freezer/QC lab asset 0330,1,Quality Control,Protocol,QMS,Corporate,QS-VAL-006,Active
797,CO-OPS-PTL-017,Validation Protocol: Thermal cycler IQ/OQ/PQ,4,Operations,Protocol,QMS,Corporate,QS-VAL-010,Active
798,CO-OPS-PTL-018,Validation Protocol – UV/Vis Nanodrop Spectrophotometer,2,Operations,Protocol,QMS,Corporate,QS-VAL-011,Active
799,CO-OPS-PTL-019,Validation of Autolab Type III,2,Operations,Protocol,QMS,Corporate,QS-VAL-013,Active
800,CO-OPS-PTL-020,Validation Protocol Temperature controlled storage/incubation,3,Operations,Protocol,QMS,Corporate,QS-VAL-014,Out For Revision
801,CO-OPS-PTL-021,Validation Protocol for Rotorgene,4,Operations,Protocol,QMS,Corporate,QS-VAL-017,Active
802,CO-OPS-PTL-022,Validation Protocol - V&V Laboratory Facilities,1,Operations,Protocol,QMS,Corporate,QS-VAL-021,Active
803,CO-OPS-PTL-023,io Reader - Digital Pressure Regulator Calibration Protocol,2,Operations,Protocol,QMS,Corporate,QS-VAL-022,Active
804,CO-OPS-PTL-024,io Reader - Pneumatics End Test Protocol,2,Operations,Protocol,QMS,Corporate,QS-VAL-023,Out For Revision
805,CO-OPS-PTL-025,io Reader – Force End Test Protocol,2,Operations,Protocol,QMS,Corporate,QS-VAL-024,Out For Revision
806,CO-OPS-PTL-026,io® Reader – Thermal End Test Protocol,2,Operations,Protocol,QMS,Corporate,QS-VAL-025,Out For Revision
807,CO-OPS-PTL-027,Rapid PCR Rig IQ Protocol,2,Operations,Protocol,QMS,Corporate,QS-VAL-028,Active
808,CO-OPS-PTL-028,Rapid PCR Rig PQ Procedure,4,Operations,Protocol,QMS,Corporate,QS-VAL-030,Active
809,CO-OPS-PTL-029,Heated Detection Rig IQ Procedure,2,Operations,Protocol,QMS,Corporate,QS-VAL-034,Active
810,CO-OPS-PTL-030,Validation Protocol – Heated Detection Rig PQ,7,Operations,Protocol,QMS,Corporate,QS-VAL-036,Active
811,CO-OPS-PTL-031,EOL thermal test 21011-MET-012 Thermal-PCR Cycle Template for TTDL-No.2.xlsx v4.0,3,Operations,Protocol,QMS,Corporate,QS-VAL-038,Active
815,CO-OPS-PTL-036,Validation Protocol: 21011-MET012 Thermal - PCR Cycle Results Template Master,2,Operations,Protocol,QMS,Corporate,QS-VAL-050,Active
816,CO-OPS-PTL-037,Blister Cropping Press IQ and OQ Validation Protocol,1,Operations,Protocol,QMS,Corporate,QS-VAL-064,Active
817,CO-OPS-PTL-038,Blister Filling Rig and Cropping Press PQ Validation Protocol,3,Operations,Protocol,QMS,Corporate,QS-VAL-060,Active
818,CO-OPS-PTL-039,OQ Validation Protocol Blister Filling Rig,1,Operations,Protocol,QMS,Corporate,QS-VAL-059,Active
819,CO-OPS-PTL-040,IQ Validation Protocol Blister Filling Rig,1,Operations,Protocol,QMS,Corporate,QS-VAL-058,Active
821,CO-OPS-PTL-043,PAN-D-267 Signal Analyzer Validation of functions for outputting V&V tables,1,Operations,Protocol,QMS,Corporate,QS-VAL-056,Active
828,CO-LAB-REG-011,Asset Register,3,Laboratory,Registers,QMS,Corporate,QS-REG-002,Active
829,CO-LAB-REG-012,Part No Register,2,Laboratory,Registers,QMS,Corporate,QS-REG-004,Active
830,CO-LAB-REG-013,Pipette Register,3,Laboratory,Registers,QMS,Corporate,QS-REG-005,Active
831,CO-LAB-REG-014,GRN Register,23,Laboratory,Registers,QMS,Corporate,QS-REG-007,Active
832,CO-LAB-REG-015,Stock Item Register,11,Laboratory,Registers,QMS,Corporate,QS-REG-011,Active
834,CO-LAB-REG-016,Consumables Register,2,Laboratory,Registers,QMS,Corporate,QS-REG-025,Active
835,CO-LAB-REG-017,Equipment Service and Calibration Register,6,Laboratory,Registers,QMS,Corporate,QS-REG-032,Active
836,CO-QC-FRM-046,Micro Laboratory Checklist,1,Quality Control,Forms,QMS,Corporate,,Active
837,CO-LAB-REG-018,Enviromental Monitoring Results Register,2,Laboratory,Registers,QMS,Corporate,QS-REG-049,Active
838,CO-LAB-REG-019,Laboratory Investigation Register,1,Laboratory,Registers,QMS,Corporate,QS-REG-052,Active
839,CO-LAB-REG-020,Batch Retention Register,1,Laboratory,Registers,QMS,Corporate,QS-REG-057,Active
840,CO-LAB-REG-021,Laboratory Responsibilities by Area,9,Laboratory,Registers,QMS,Corporate,QS-REG-202,Active
841,CO-QA-REG-022,Vigilance Register,2,Quality Assurance,Registers,QMS,Corporate,QS-REG-045,Active
843,CO-QA-REG-023,Master Archive Register,3,Quality Assurance,Registers,QMS,Corporate,QS-REG-047,Active
844,CO-QA-REG-024,Archived Document Retrieval Log,1,Quality Assurance,Registers,QMS,Corporate,QS-REG-048,Active
845,CO-QA-REG-025,Supplier Risk Assessment Monitoring List,4,Quality Assurance,Registers,QMS,Corporate,QS-REG-055,Active
846,CO-LAB-PTL-045,IQ Protocol for Binder incubator and humidity chamber,0,Laboratory,Protocol,QMS,Corporate,,Active
847,CO-LAB-PTL-046,OQ protocol for binder incubator and humidity chamber,0,Laboratory,Protocol,QMS,Corporate,,Active
848,CO-LAB-PTL-047,PQ Protocol for binder incubator and humidity chamber,0,Laboratory,Protocol,QMS,Corporate,,Active
849,CO-OPS-T-152,Manufacturing Procedure (MFG) Template,1,Operations,Templates,QMS,Corporate,,Active
850,CO-LAB-URS-001,Binder incubator and humidity chamber User Requirement Specification,0,Laboratory,User Requirements Specification,QMS,Corporate,,Active
851,CO-OPS-REG-026,Instrument Register,7,Operations,Registers,QMS,Corporate,QS-REG-028,Active
852,CO-QC-COP-002,CL2 Microbiology Laboratory Code of Practice,3,Quality Control,Code of Practice,QMS,Corporate,,Active
853,CO-QA-T-153,Job Aid Template,3,Quality Assurance,Templates,QMS,Corporate,QS-T-204,Active
854,CO-QA-JA-002,Legacy Document Number Crosswalk,8,Quality Assurance,Job Aid,QMS,Corporate,,Active
855,CO-QA-SOP-237,QT9 - Periodic Review and Making Documents Obsolete,1,Quality Assurance,Standard Operating Procedure,QMS,Corporate,,Active
857,CO-LAB-SOP-239,Microorganism Ampoules Handling SOP,0,Laboratory,Standard Operating Procedure,QMS,Corporate,,Active
859,CO-QA-POL-014,Policy for the Control of Non-Conforming Product and Corrective/Preventive Action,4,Quality Assurance,Policy,QMS,Corporate,QS-POL-005,Active
860,CO-LAB-FRM-165,New Microorganism Introduction Checklist Form,0,Laboratory,Forms,QMS,Corporate,,Active
866,CO-IT-REG-028,Controlled Laboratory Equipment Software List,3,Information Technology,Registers,QMS,Corporate,QS-REG-031,Active
867,CO-OPS-REG-029,binx health ltd Master Assay Code Register,7,Operations,Registers,QMS,Corporate,QS-REG-200,Active
868,CO-HR-REG-030,Training Matrix,7,Human Resources,Registers,QMS,Corporate,QS-REG-201,Active
869,CO-CA-REG-031,Donor Number Consent Register,1,Clinical Affairs,Registers,QMS,Corporate,QS-REG-205,Active
870,CO-LAB-SOP-241,Ordering of New Reagents and Chemicals,0,Laboratory,Standard Operating Procedure,QMS,Corporate,,Active
882,CO-LAB-LBL-003,Approved material label,2,Laboratory,Label,QMS,Corporate,QS-L-001,Active
