QT9 Document Code,Title,Job Function,Team Name
CO-DES-SOP-042,Creation and maintenance of a Device Master Record,Product Development Management,Product Development
CO-DES-SOP-243,CE Mark/Technical File Procedure,Product Development Management,Product Development
CO-H&S-P-001,Health & Safety Policy,Product Development Management,Product Development
CO-H&S-P-003,Stress Policy ,Product Development Management,Product Development
CO-H&S-PRO-001,Health and Safety Fire Related Procedures,Product Development Management,Product Development
CO-H&S-PRO-001,Fire Risk Assessment for Derby Court,Product Development Management,Product Development
CO-H&S-PRO-003,Health and Safety Manual Handling,Product Development Management,Product Development
CO-H&S-PRO-004,Health & Safety Incident and Near Miss Reporting Procedure,Product Development Management,Product Development
CO-H&S-RA-001,Risk Assessment for binx Health office and non-laboratory area,Product Development Management,Product Development
CO-H&S-RA-008,Risk Assessment for binx Health Employees,Product Development Management,Product Development
CO-H&S-RA-010,Risk Assessment for work related stress,Product Development Management,Product Development
CO-H&S-RA-011,Covid-19 Risk Assessment binx Health ltd,Product Development Management,Product Development
CO-H&S-RA-016,Health and Safety Risk Assessment Incoming goods- Outgoing goods and Packaging,Product Development Management,Product Development
CO-LAB-SOP-163,Running End to End CT cartridges on io Readers,Product Development Management,Product Development
CO-OPS-POL-008,Policy for Purchasing and Management of Suppliers,Product Development Management,Product Development
CO-OPS-POL-011,WEEE Policy,Product Development Management,Product Development
CO-QA-POL-010,Policy for Control of Infrastructure Environment and Equipment,Product Development Management,Product Development
CO-QA-SOP-004,Internal Audit,Product Development Management,Product Development
CO-QA-SOP-028,Quality Records,Product Development Management,Product Development
CO-QA-SOP-147,Managing an External Regulatory Visit,Product Development Management,Product Development
CO-QA-SOP-274,Applicable Standards Management Procedure,Product Development Management,Product Development
CO-QA-SOP-326,Vigilance and Medical Reporting Procedure,Product Development Management,Product Development
CO-QC-POL-018,Quality Control Policy,Product Development Management,Product Development
CO-SAM-SOP-009,Control of Marketing and Promotion,Product Development Management,Product Development
CO-IT-SOP-044,IT Management Back Up and Support,Product Development Management,Product Development
CO-QA-POL-015,Policy for the use of Electronic Signatures within binx health,Product Development Management,Product Development
CO-QA-POL-019,Quality Policy,Product Development Management,Product Development
CO-QA-POL-021,Quality Manual,Product Development Management,Product Development
CO-QA-SOP-012,Annual Quality Objectives ,Product Development Management,Product Development
CO-QA-SOP-043,Training Procedure,Product Development Management,Product Development
CO-IT-POL-022,Access Control Policy,Product Development Management,Product Development
CO-IT-POL-023,Asset Management Policy,Product Development Management,Product Development
CO-IT-POL-024,Business Continuity and Disaster Recovery,Product Development Management,Product Development
CO-IT-POL-025,Code of Conduct,Product Development Management,Product Development
CO-IT-POL-026,Cryptography Policy,Product Development Management,Product Development
CO-IT-POL-027,Human Resource Security Policy,Product Development Management,Product Development
CO-IT-POL-028,Information Security Policy,Product Development Management,Product Development
CO-IT-POL-029,Information Security Roles and Responsibilities,Product Development Management,Product Development
CO-IT-POL-030,Physical Security Policy,Product Development Management,Product Development
CO-IT-POL-031,Responsible Disclosure Policy,Product Development Management,Product Development
CO-IT-POL-032,Risk Management ,Product Development Management,Product Development
CO-IT-POL-033,Third Party Management,Product Development Management,Product Development
CO-QA-SOP-139,Change Management,Product Development Management,Product Development
CO-QA-SOP-140,Document Control & Control of Quality Records,Product Development Management,Product Development
CO-QA-SOP-026,Use of Sharepoint,Product Development Management,Product Development
CO-QA-SOP-030,Accessing and Finding Documents in QT9,Product Development Management,Product Development
CO-QA-SOP-031,Revising and Introducing Documents in QT9,Product Development Management,Product Development
CO-QA-SOP-098,Document Matrix,Product Development Management,Product Development
CO-QA-SOP-237,QT9 - Periodic Review and Making Documents Obsolete,Product Development Management,Product Development
CO-QA-SOP-005,Document and Records Archiving,Product Development Management,Product Development
CO-QA-SOP-003,Non Conformance Procedure,Product Development Management,Product Development
CO-QA-SOP-011,Supplier Corrective Action Response Procedure,Product Development Management,Product Development
CO-QA-SOP-093,CAPA Procedure,Product Development Management,Product Development
CO-QA-SOP-099,Deviation procedure,Product Development Management,Product Development
CO-QA-SOP-345,Root Cause Analysis,Product Development Management,Product Development
CO-QA-SOP-267,Post Market Surveillance,Product Development Management,Product Development
CO-QA-SOP-076,Stakeholder Feedback and Product Complaints Handling Procedure,Product Development Management,Product Development
CO-QA-SOP-283,Product Risk Management,Product Development Management,Product Development
CO-QA-SOP-284,FMEA Procedure,Product Development Management,Product Development
CO-QA-SOP-285,Hazard Analysis Procedure,Product Development Management,Product Development
CO-QA-SOP-016,Identification and Traceability,Product Development Management,Product Development
CO-HR-POL-007,Training Policy,Product Development Management,Product Development
CO-QA-POL-006,Policy for Document Control and Change Management,Product Development Management,Product Development
CO-CS-POL-012,Policy for Customer Feedback,Product Development Management,Product Development
CO-QA-POL-013,Policy for Complaints and Vigilance,Product Development Management,Product Development
CO-QA-POL-014,Policy for Control of Non Conformance ,Product Development Management,Product Development
CO-QA-POL-020,Risk Management Policy,Product Development Management,Product Development
CO-QA-SOP-025,Management Review,Product Development Management,Product Development
CO-QA-SOP-007,Correction- Removal- and Recall Procedure ,Product Development Management,Product Development
CO-H&S-COSHH-001,General Chemicals,Product Development Laboratory,Product Development
CO-H&S-COSHH-002,Oxidising Agents,Product Development Laboratory,Product Development
CO-H&S-COSHH-003,Flammable Materials,Product Development Laboratory,Product Development
CO-H&S-COSHH-004,Chlorinated Solvents,Product Development Laboratory,Product Development
CO-H&S-COSHH-005,Corrosive Bases,Product Development Laboratory,Product Development
CO-H&S-COSHH-006,Corrosive Acids,Product Development Laboratory,Product Development
CO-H&S-COSHH-007,COSHH assessment for general Hazard Group 2 organisms,Product Development Laboratory,Product Development
CO-H&S-COSHH-009,COSHH Risk Assessment for Hazard Group 1 Pathogens,Product Development Laboratory,Product Development
CO-H&S-COSHH-010,COSHH Risk assessment for clinical samples,Product Development Laboratory,Product Development
CO-H&S-COSHH-012,Inactivated Micro-organisms,Product Development Laboratory,Product Development
CO-H&S-COSHH-013,COSHH risk assessment form for dry ice,Product Development Laboratory,Product Development
CO-H&S-P-001,Health & Safety Policy,Product Development Laboratory,Product Development
CO-H&S-P-003,Stress Policy ,Product Development Laboratory,Product Development
CO-H&S-PRO-001,Health and Safety Fire Related Procedures,Product Development Laboratory,Product Development
CO-H&S-PRO-001,Fire Risk Assessment for Derby Court,Product Development Laboratory,Product Development
CO-H&S-PRO-002,Chemical COSHH Guidance,Product Development Laboratory,Product Development
CO-H&S-PRO-003,Health and Safety Manual Handling,Product Development Laboratory,Product Development
CO-H&S-PRO-004,Health & Safety Incident and Near Miss Reporting Procedure,Product Development Laboratory,Product Development
CO-H&S-RA-001,Risk Assessment for binx Health office and non-laboratory area,Product Development Laboratory,Product Development
CO-H&S-RA-006,Risk Assessment for use of UV irradiation in the binx health Laboratories,Product Development Laboratory,Product Development
CO-H&S-RA-008,Risk Assessment for binx Health Employees,Product Development Laboratory,Product Development
CO-H&S-RA-009,Risk Assessment for use of Chemicals / Microorganisms,Product Development Laboratory,Product Development
CO-H&S-RA-010,Risk Assessment for work related stress,Product Development Laboratory,Product Development
CO-H&S-RA-011,Covid-19 Risk Assessment binx Health ltd,Product Development Laboratory,Product Development
CO-H&S-RA-016,Health and Safety Risk Assessment Incoming goods- Outgoing goods and Packaging,Product Development Laboratory,Product Development
CO-HR-POL-007,Training Policy,Product Development Laboratory,Product Development
CO-LAB-SOP-002,Agilent Bioanalyzer SOP for RNA 6000 Pico and Nano Kits,Product Development Laboratory,Product Development
CO-LAB-SOP-003,Validation of Temperature Controlled Equipemnt,Product Development Laboratory,Product Development
CO-LAB-SOP-004,Use of the Bolt Mini Gel Tank for protein Electrophoresis,Product Development Laboratory,Product Development
CO-LAB-SOP-005,Rhychiger Heat Sealer,Product Development Laboratory,Product Development
CO-LAB-SOP-006,Esco Laminar Flow Cabinet,Product Development Laboratory,Product Development
CO-LAB-SOP-010,Reagent Deposition and Immobilisation (Pilot Line),Product Development Laboratory,Product Development
CO-LAB-SOP-011,Eppendorf 5424 Centrifuge,Product Development Laboratory,Product Development
CO-LAB-SOP-012,Binder KBF-115 Oven,Product Development Laboratory,Product Development
CO-LAB-SOP-013,Balance calibration,Product Development Laboratory,Product Development
CO-LAB-SOP-014,Thermo Orion Star pH meter,Product Development Laboratory,Product Development
CO-LAB-SOP-015,Use of the ALC PK121 centrifuges (refrigerated and non-refrigrated),Product Development Laboratory,Product Development
CO-LAB-SOP-016,Use of the Peqlab thermal cyclers,Product Development Laboratory,Product Development
CO-LAB-SOP-019,LMS Programmable Incubator,Product Development Laboratory,Product Development
CO-LAB-SOP-020,Use of the Hulme Martin Impulse Sealer in DNA free,Product Development Laboratory,Product Development
CO-LAB-SOP-079,Use and cleaning of the ClassII Microbiology Safety Cabinet,Product Development Laboratory,Product Development
CO-LAB-SOP-080,Agilent Bioanalyzer SOP,Product Development Laboratory,Product Development
CO-LAB-SOP-082,Use of Rotary Vane Anemometer,Product Development Laboratory,Product Development
CO-LAB-SOP-102,Use of the Grant XB2 Ultrasonic Bath,Product Development Laboratory,Product Development
CO-LAB-SOP-108,Laboratory cleaning SOP,Product Development Laboratory,Product Development
CO-LAB-SOP-129,Operation of the Prior Autoclave,Product Development Laboratory,Product Development
CO-LAB-SOP-130,Heat Detection Rig Work Instructions,Product Development Laboratory,Product Development
CO-LAB-SOP-131,Pipette Use and Calibration,Product Development Laboratory,Product Development
CO-LAB-SOP-136,Solution preparation SOP,Product Development Laboratory,Product Development
CO-LAB-SOP-138,Use of temperature and humidity loggers,Product Development Laboratory,Product Development
CO-LAB-SOP-145,Storage and Safe handling of Biohazardous Materials,Product Development Laboratory,Product Development
CO-LAB-SOP-148,Reagent Aliquot SOP,Product Development Laboratory,Product Development
CO-LAB-SOP-149,Introducing New Laboratory Equipment,Product Development Laboratory,Product Development
CO-LAB-SOP-152,Reporting & Recording Instrument Failures ,Product Development Laboratory,Product Development
CO-LAB-SOP-153,Use of UV cabinets,Product Development Laboratory,Product Development
CO-LAB-SOP-157,Thermometer Calibration,Product Development Laboratory,Product Development
CO-LAB-SOP-158,Use of NanoDrop SP2000 Spectrophotometer for quantifying nucleic acid and protein samples,Product Development Laboratory,Product Development
CO-LAB-SOP-159,Use of the Rotorgene Q,Product Development Laboratory,Product Development
CO-LAB-SOP-167,Attaching Electrode/Blister Adhesive and Blister Pack,Product Development Laboratory,Product Development
CO-LAB-SOP-168,Janway 3510 model pH Meter,Product Development Laboratory,Product Development
CO-LAB-SOP-169,Fermant Pouch Sealer (Pilot Line),Product Development Laboratory,Product Development
CO-LAB-SOP-170,Rapid PCR Rig Work Instructions,Product Development Laboratory,Product Development
CO-LAB-SOP-176,SOP to provide guidance for IQC's,Product Development Laboratory,Product Development
CO-LAB-SOP-177,QuantStudio 3D digital PCR System,Product Development Laboratory,Product Development
CO-LAB-SOP-180,Reconstituton of Lyophilised Materials,Product Development Laboratory,Product Development
CO-LAB-SOP-181,Use of the Thermomixer HC Block,Product Development Laboratory,Product Development
CO-LAB-SOP-184,Pilot Line Blister Filling and Sealing Procedure,Product Development Laboratory,Product Development
CO-LAB-SOP-241,Ordering of New Reagents and Chemicals,Product Development Laboratory,Product Development
CO-LAB-SOP-289,Details of Standard Assays for use with CT-NG Project,Product Development Laboratory,Product Development
CO-LAB-SOP-290,Running Clinical Samples in io Readers,Product Development Laboratory,Product Development
CO-LAB-SOP-291,Preparation of 10X and 1X TAE,Product Development Laboratory,Product Development
CO-LAB-SOP-295,Environmental Contamination Monitoring,Product Development Laboratory,Product Development
CO-LAB-SOP-300,Preparation of Sub-circuit cards for voltammetric detection,Product Development Laboratory,Product Development
CO-LAB-SOP-302,Preparation and use of agarose gels,Product Development Laboratory,Product Development
CO-OPS-POL-008,Policy for Purchasing and Management of Suppliers,Product Development Laboratory,Product Development
CO-OPS-POL-011,WEEE Policy,Product Development Laboratory,Product Development
CO-OPS-SOP-200,Chlamydia trachomatis and Neisseria gonorrhoeae positive daily controls,Product Development Laboratory,Product Development
CO-QA-POL-006,Policy for Document Control and Change Management,Product Development Laboratory,Product Development
CO-QA-POL-010,Policy for Control of Infrastructure Environment and Equipment,Product Development Laboratory,Product Development
CO-QA-POL-014,Poilcy for Control of Non Conformance ,Product Development Laboratory,Product Development
CO-QA-POL-020,Risk Management Policy,Product Development Laboratory,Product Development
CO-QA-SOP-004,Internal Audit,Product Development Laboratory,Product Development
CO-QA-SOP-028,Quality Records,Product Development Laboratory,Product Development
CO-QC-COP-002 ,CL2 Microbiology Lab Code of Practice,Product Development Laboratory,Product Development
CO-QC-POL-018,Quality Control Policy,Product Development Laboratory,Product Development
CO-QC-SOP-021,Use of Stuart SRT6D Roller Mixer,Product Development Laboratory,Product Development
CO-QC-SOP-094,Procedure to control chemical and biological spillages,Product Development Laboratory,Product Development
CO-QC-SOP-185,Use of the SB3 Rotator,Product Development Laboratory,Product Development
CO-QC-SOP-293,dPCR quantification of CT & NG Vircell inputs,Product Development Laboratory,Product Development
CO-QC-SOP-294,Standardised Method for CT Dilutions ,Product Development Laboratory,Product Development
CO-SUP-SOP-072,Instructions for receipt of incoming Non-Stock goods- assigning GRN numbers and labelling,Product Development Laboratory,Product Development
CO-SUP-SOP-277,Instructions for receipt of incoming Non-Stock goods- assigning GRN numbers and labelling,Product Development Laboratory,Product Development
CO-SUP-SOP-278,Pilot Line Electronic Stock Control,Product Development Laboratory,Product Development
CO-SUP-SOP-279,Stock take procedure,Product Development Laboratory,Product Development
CO-SUP-SOP-280,Setting Expiry Dates for Incoming Materials,Product Development Laboratory,Product Development
CO-SUP-SOP-281,Cartridge Component Stock Control Procedure,Product Development Laboratory,Product Development
CO-IT-SOP-044,IT Management Back Up and Support,Product Development Laboratory,Product Development
CO-QA-POL-015,Policy for the use of Electronic Signatures within binx health,Product Development Laboratory,Product Development
CO-QA-POL-019,Quality Policy,Product Development Laboratory,Product Development
CO-QA-POL-021,Quality Manual,Product Development Laboratory,Product Development
CO-QA-SOP-012,Annual Quality Objectives ,Product Development Laboratory,Product Development
CO-QA-SOP-043,Training Procedure,Product Development Laboratory,Product Development
CO-IT-POL-022,Access Control Policy,Product Development Laboratory,Product Development
CO-IT-POL-023,Asset Management Policy,Product Development Laboratory,Product Development
CO-IT-POL-024,Business Continuity and Disaster Recovery,Product Development Laboratory,Product Development
CO-IT-POL-025,Code of Conduct,Product Development Laboratory,Product Development
CO-IT-POL-026,Cryptography Policy,Product Development Laboratory,Product Development
CO-IT-POL-027,Human Resource Security Policy,Product Development Laboratory,Product Development
CO-IT-POL-028,Information Security Policy,Product Development Laboratory,Product Development
CO-IT-POL-029,Information Security Roles and Responsibilities,Product Development Laboratory,Product Development
CO-IT-POL-030,Physical Security Policy,Product Development Laboratory,Product Development
CO-IT-POL-031,Responsible Disclosure Policy,Product Development Laboratory,Product Development
CO-IT-POL-032,Risk Management ,Product Development Laboratory,Product Development
CO-IT-POL-033,Third Party Management,Product Development Laboratory,Product Development
CO-QA-SOP-139,Change Management,Product Development Laboratory,Product Development
CO-QA-SOP-140,Document Control & Control of Quality Records,Product Development Laboratory,Product Development
CO-QA-SOP-026,Use of Sharepoint,Product Development Laboratory,Product Development
CO-QA-SOP-030,Accessing and Finding Documents in QT9,Product Development Laboratory,Product Development
CO-QA-SOP-031,Revising and Introducing Documents in QT9,Product Development Laboratory,Product Development
CO-QA-SOP-098,Document Matrix,Product Development Laboratory,Product Development
CO-QA-SOP-237,QT9 - Periodic Review and Making Documents Obsolete,Product Development Laboratory,Product Development
CO-QA-SOP-005,Document and Records Archiving,Product Development Laboratory,Product Development
CO-QA-SOP-003,Non Conformance Procedure,Product Development Laboratory,Product Development
CO-QA-SOP-011,Supplier Corrective Action Response Procedure,Product Development Laboratory,Product Development
CO-QA-SOP-093,CAPA Procedure,Product Development Laboratory,Product Development
CO-QA-SOP-099,Deviation procedure,Product Development Laboratory,Product Development
CO-QA-SOP-345,Root Cause Analysis,Product Development Laboratory,Product Development
CO-QA-SOP-076,Stakeholder Feedback and Product Complaints Handling Procedure,Product Development Laboratory,Product Development
CO-QA-SOP-283,Product Risk Management,Product Development Laboratory,Product Development
CO-QA-SOP-284,FMEA Procedure,Product Development Laboratory,Product Development
CO-QA-SOP-285,Hazard Analysis Procedure,Product Development Laboratory,Product Development
CO-QA-SOP-016,Identification and Traceability,Product Development Laboratory,Product Development
CO-H&S-COSHH-008,COSHH assessment for Hazard Group 2 respiratory pathogens,Product Development,Product Development
CO-H&S-P-001,Health & Safety Policy,Product Development,Product Development
CO-H&S-P-003,Stress Policy ,Product Development,Product Development
CO-H&S-PRO-001,Health and Safety Fire Related Procedures,Product Development,Product Development
CO-H&S-PRO-001,Fire Risk Assessment for Derby Court,Product Development,Product Development
CO-H&S-PRO-003,Health and Safety Manual Handling,Product Development,Product Development
CO-H&S-PRO-004,Health & Safety Incident and Near Miss Reporting Procedure,Product Development,Product Development
CO-H&S-RA-001,Risk Assessment for binx Health office and non-laboratory area,Product Development,Product Development
CO-H&S-RA-008,Risk Assessment for binx Health Employees,Product Development,Product Development
CO-H&S-RA-010,Risk Assessment for work related stress,Product Development,Product Development
CO-H&S-RA-011,Covid-19 Risk Assessment binx Health ltd,Product Development,Product Development
CO-H&S-RA-016,Health and Safety Risk Assessment Incoming goods- Outgoing goods and Packaging,Product Development,Product Development
CO-HR-POL-007,Training Policy,Product Development,Product Development
CO-LAB-SOP-078,Preparation of Bacterial Stocks,Product Development,Product Development
CO-LAB-SOP-179,Cleaning Procedure for Microbiolgy lab,Product Development,Product Development
CO-LAB-SOP-287,Introduction of New microorganisms SOP,Product Development,Product Development
CO-LAB-SOP-292,Preparation of TSB and TSA,Product Development,Product Development
CO-LAB-SOP-301,Preparation of BHI Broth ,Product Development,Product Development
CO-OPS-POL-008,Policy for Purchasing and Management of Suppliers,Product Development,Product Development
CO-OPS-POL-011,WEEE Policy,Product Development,Product Development
CO-QA-POL-006,Policy for Document Control and Change Management,Product Development,Product Development
CO-QA-POL-010,Policy for Control of Infrastructure Environment and Equipment,Product Development,Product Development
CO-QA-POL-014,Poilcy for Control of Non Conformance ,Product Development,Product Development
CO-QA-POL-020,Risk Management Policy,Product Development,Product Development
CO-QA-SOP-004,Internal Audit,Product Development,Product Development
CO-QA-SOP-028,Quality Records,Product Development,Product Development
CO-QC-POL-018,Quality Control Policy,Product Development,Product Development
CO-IT-SOP-044,IT Management Back Up and Support,Product Development,Product Development
CO-QA-POL-015,Policy for the use of Electronic Signatures within binx health,Product Development,Product Development
CO-QA-POL-019,Quality Policy,Product Development,Product Development
CO-QA-POL-021,Quality Manual,Product Development,Product Development
CO-QA-SOP-012,Annual Quality Objectives ,Product Development,Product Development
CO-QA-SOP-043,Training Procedure,Product Development,Product Development
CO-IT-POL-022,Access Control Policy,Product Development,Product Development
CO-IT-POL-023,Asset Management Policy,Product Development,Product Development
CO-IT-POL-024,Business Continuity and Disaster Recovery,Product Development,Product Development
CO-IT-POL-025,Code of Conduct,Product Development,Product Development
CO-IT-POL-026,Cryptography Policy,Product Development,Product Development
CO-IT-POL-027,Human Resource Security Policy,Product Development,Product Development
CO-IT-POL-028,Information Security Policy,Product Development,Product Development
CO-IT-POL-029,Information Security Roles and Responsibilities,Product Development,Product Development
CO-IT-POL-030,Physical Security Policy,Product Development,Product Development
CO-IT-POL-031,Responsible Disclosure Policy,Product Development,Product Development
CO-IT-POL-032,Risk Management ,Product Development,Product Development
CO-IT-POL-033,Third Party Management,Product Development,Product Development
CO-QA-SOP-139,Change Management,Product Development,Product Development
CO-QA-SOP-140,Document Control & Control of Quality Records,Product Development,Product Development
CO-QA-SOP-026,Use of Sharepoint,Product Development,Product Development
CO-QA-SOP-030,Accessing and Finding Documents in QT9,Product Development,Product Development
CO-QA-SOP-031,Revising and Introducing Documents in QT9,Product Development,Product Development
CO-QA-SOP-098,Document Matrix,Product Development,Product Development
CO-QA-SOP-237,QT9 - Periodic Review and Making Documents Obsolete,Product Development,Product Development
CO-QA-SOP-005,Document and Records Archiving,Product Development,Product Development
CO-QA-SOP-003,Non Conformance Procedure,Product Development,Product Development
CO-QA-SOP-011,Supplier Corrective Action Response Procedure,Product Development,Product Development
CO-QA-SOP-093,CAPA Procedure,Product Development,Product Development
CO-QA-SOP-099,Deviation procedure,Product Development,Product Development
CO-QA-SOP-345,Root Cause Analysis,Product Development,Product Development
CO-QA-SOP-076,Stakeholder Feedback and Product Complaints Handling Procedure,Product Development,Product Development
CO-QA-SOP-283,Product Risk Management,Product Development,Product Development
CO-QA-SOP-284,FMEA Procedure,Product Development,Product Development
CO-QA-SOP-285,Hazard Analysis Procedure,Product Development,Product Development
CO-QA-SOP-016,Identification and Traceability,Product Development,Product Development
CO-CA-SOP-081,Collection of Human samples for QA purposes,QC Analyst I,Quality Control
CO-CS-SOP-249,io Insepction using Data Collection Cartridge,QC Analyst I,Quality Control
CO-DES-SOP-005,Critical to Quaity and Reagent Design Control ,QC Analyst I,Quality Control
CO-DES-SOP-029,Design and Development Procedure,QC Analyst I,Quality Control
CO-DES-SOP-146,Experimental Planning and Review,QC Analyst I,Quality Control
CO-H&S-COSHH-001,General Chemicals,QC Analyst I,Quality Control
CO-H&S-COSHH-002,Oxidising Agents,QC Analyst I,Quality Control
CO-H&S-COSHH-003,Flammable Materials,QC Analyst I,Quality Control
CO-H&S-COSHH-004,Chlorinated Solvents,QC Analyst I,Quality Control
CO-H&S-COSHH-005,Corrosive Bases,QC Analyst I,Quality Control
CO-H&S-COSHH-006,Corrosive Acids,QC Analyst I,Quality Control
CO-H&S-COSHH-007,COSHH assessment for general Hazard Group 2 organisms,QC Analyst I,Quality Control
CO-H&S-COSHH-008,COSHH assessment for Hazard Group 2 respiratory pathogens,QC Analyst I,Quality Control
CO-H&S-COSHH-009,COSHH Risk Assessment for Hazard Group 1 Pathogens,QC Analyst I,Quality Control
CO-H&S-COSHH-010,COSHH Risk assessment for clinical samples,QC Analyst I,Quality Control
CO-H&S-COSHH-012,Inactivated Micro-organisms,QC Analyst I,Quality Control
CO-H&S-COSHH-013,COSHH risk assessment form for dry ice,QC Analyst I,Quality Control
CO-H&S-P-001,Health & Safety Policy,QC Analyst I,Quality Control
CO-H&S-P-003,Stress Policy ,QC Analyst I,Quality Control
CO-H&S-PRO-001,Health and Safety Fire Related Procedures,QC Analyst I,Quality Control
CO-H&S-PRO-002,Chemical COSHH Guidance,QC Analyst I,Quality Control
CO-H&S-PRO-003,Health and Safety Manual Handling,QC Analyst I,Quality Control
CO-H&S-PRO-004,Health & Safety Incident and Near Miss Reporting Procedure,QC Analyst I,Quality Control
CO-H&S-RA-001,Risk Assessment for binx Health office and non-laboratory area,QC Analyst I,Quality Control
CO-H&S-RA-003,Risk Assessment for laboratory areas (excluding Microbiology and Pilot Line),QC Analyst I,Quality Control
CO-H&S-RA-004,Risk Assessment for� io� reader / assay development tools,QC Analyst I,Quality Control
CO-H&S-RA-006,Risk Assessment for use of UV irradiation in the binx health Laboratories,QC Analyst I,Quality Control
CO-H&S-RA-007,RA Pilot Line Lab Area,QC Analyst I,Quality Control
CO-H&S-RA-008,Risk Assessment for binx Health Employees,QC Analyst I,Quality Control
CO-H&S-RA-009,Risk Assessment for use of Chemicals / Microorganisms,QC Analyst I,Quality Control
CO-H&S-RA-010,Risk Assessment for work related stress,QC Analyst I,Quality Control
CO-H&S-RA-011,Covid-19 Risk Assessment binx Health ltd,QC Analyst I,Quality Control
CO-HR-POL-007,Training Policy,QC Analyst I,Quality Control
CO-LAB-SOP-002,Agilent Bioanalyzer SOP for RNA 6000 Pico and Nano Kits,QC Analyst I,Quality Control
CO-LAB-SOP-003,Validation of Temperature Controlled Equipemnt,QC Analyst I,Quality Control
CO-LAB-SOP-010,Reagent Deposition and Immobilisation (Pilot Line),QC Analyst I,Quality Control
CO-LAB-SOP-020,Use of the Hulme Martin Impulse Sealer in DNA free,QC Analyst I,Quality Control
CO-LAB-SOP-097,Temperature monitoring SOP,QC Analyst I,Quality Control
CO-LAB-SOP-103,Environmental Control in the Laboratory,QC Analyst I,Quality Control
CO-LAB-SOP-108,Laboratory cleaning SOP,QC Analyst I,Quality Control
CO-LAB-SOP-129,Operation of the Prior Autoclave,QC Analyst I,Quality Control
CO-LAB-SOP-131,Pipette Use and Calibration,QC Analyst I,Quality Control
CO-LAB-SOP-135,Use and Completion of MFG documents,QC Analyst I,Quality Control
CO-LAB-SOP-136,Solution preparation SOP,QC Analyst I,Quality Control
CO-LAB-SOP-137,Monitoring Variable Temperature Apparatus,QC Analyst I,Quality Control
CO-LAB-SOP-138,Use of temperature and humidity loggers,QC Analyst I,Quality Control
CO-LAB-SOP-145,Storage and Safe handling of Biohazardous Materials,QC Analyst I,Quality Control
CO-LAB-SOP-148,Reagent Aliquot SOP,QC Analyst I,Quality Control
CO-LAB-SOP-149,Introducing New Laboratory Equipment,QC Analyst I,Quality Control
CO-LAB-SOP-150,-80 Freezer Temperature Monitoring,QC Analyst I,Quality Control
CO-LAB-SOP-151,Management and Control of Critical and Controlled equipment,QC Analyst I,Quality Control
CO-LAB-SOP-152,Reporting & Recording Instrument Failures ,QC Analyst I,Quality Control
CO-LAB-SOP-153,Use of UV cabinets,QC Analyst I,Quality Control
CO-LAB-SOP-157,Thermometer Calibration,QC Analyst I,Quality Control
CO-LAB-SOP-158,Use of NanoDrop SP2000 Spectrophotometer for quantifying nucleic acid and protein samples,QC Analyst I,Quality Control
CO-LAB-SOP-159,Use of the Rotorgene Q,QC Analyst I,Quality Control
CO-LAB-SOP-163,Running End to End CT cartridges on io Readers,QC Analyst I,Quality Control
CO-LAB-SOP-175,Out of Hours Temperature Monitoring ,QC Analyst I,Quality Control
CO-LAB-SOP-176,SOP to provide guidance for IQC's,QC Analyst I,Quality Control
CO-LAB-SOP-179,Cleaning Procedure for Microbiolgy lab,QC Analyst I,Quality Control
CO-LAB-SOP-180,Reconstituton of Lyophilised Materials,QC Analyst I,Quality Control
CO-LAB-SOP-241,Ordering of New Reagents and Chemicals,QC Analyst I,Quality Control
CO-LAB-SOP-287,Introduction of New microorganisms SOP,QC Analyst I,Quality Control
CO-LAB-SOP-295,Environmental Contamination Monitoring,QC Analyst I,Quality Control
CO-OPS-POL-008,Policy for Purchasing and Management of Suppliers,QC Analyst I,Quality Control
CO-OPS-PTL-048,IO Release Procedure for Refurbished and Reworked Readers,QC Analyst I,Quality Control
CO-PRD1-SOP-268,Transfer of reagent QC samples,QC Analyst I,Quality Control
CO-QA-POL-006,Policy for Document Control and Change Management,QC Analyst I,Quality Control
CO-QA-POL-020,Risk Management Policy,QC Analyst I,Quality Control
CO-QA-SOP-028,Quality Records,QC Analyst I,Quality Control
CO-QC-COP-001,Quality Control Laboratory Code of Practice,QC Analyst I,Quality Control
CO-QC-COP-002 ,CL2 Microbiology Lab Code of Practice,QC Analyst I,Quality Control
CO-QC-JA-004,Use of CO-QC-T-155: CTNG QC Cartridge Analysis Module,QC Analyst I,Quality Control
CO-QC-JA-011,Use of CO-QC-T-118: Detection Reagent Analysis Spreadsheet,QC Analyst I,Quality Control
CO-QC-JA-012,A Guide to QC Cartridge inspections,QC Analyst I,Quality Control
CO-QC-POL-018,Quality Control Policy,QC Analyst I,Quality Control
CO-QC-QCP-039,T7 Exonuclease,QC Analyst I,Quality Control
CO-QC-SOP-021,Use of Stuart SRT6D Roller Mixer,QC Analyst I,Quality Control
CO-QC-SOP-094,Procedure to control chemical and biological spillages,QC Analyst I,Quality Control
CO-QC-SOP-154,QC Laboratory Cleaning SOP,QC Analyst I,Quality Control
CO-QC-SOP-171,Quality Control Rounding procedure,QC Analyst I,Quality Control
CO-QC-SOP-173,Laboratory Investigation Procedure,QC Analyst I,Quality Control
CO-QC-SOP-282,QC Sample Handling and Retention Procedure,QC Analyst I,Quality Control
