Document Code	Doc. ID	Document Name	Rev. #	Doc. Type
CO-H&S-PRO-005	1529	Health and Safety Risk Assessment Procedure	2	H&S Procedures
CO-H&S-T-202	1498	Health and Safety Risk Assessment Template	3	Templates
CO-H&S-P-003	1534	Health and Safety Stress Management Policy	2	H&S Policy
CO-H&S-CH-017	1647	Health and Safety Unit 6 Fire Checking Log	3	Check List
CO-H&S-CH-015	1645	Health and Safety Workstation Checklist	4	Check List
CO-OPS-PTL-029	809	Heated Detection Rig IQ Procedure	2	Protocol
CO-OPS-PTL-009	536	Heated Detection Rig OQ Procedure	4	Protocol
CO-LAB-SOP-130	552	Heated Detection Rig Work Instructions	2	Standard Operating Procedure
CO-LAB-FRM-276	1544	High Risk Temperature Controlled Asset Sign 	0	Forms
CO-IT-POL-027	1185	Human Resource Security Policy	1	Policy
CO-PRD1-FRM-230	1346	Hybridization Oven Verification and Calibration Form	0	Forms
CO-PRD1-FRM-251	1367	IC  forward primer Oak House Production IQC	2	Forms
CO-PRD1-FRM-247	1363	IC di275 probe Oak House Production IQC	2	Forms
CO-OPS-SOP-125	278	IC DNA in TE Buffer 100pg/ul Working Stock Aliquots	3	Standard Operating Procedure
CO-PRD1-LBL-067	1664	IC DNA Reagent Box Label  – 7.088.002 – MOB-D-088	0	Label
CO-PRD1-LBL-047	1262	IC DNA Reagent Box Label - 7.073.002 - MOB-D-080	2	Label
CO-SUP-FRM-220	1311	IC DNA Reagent Pick List – 7.073.001B	4	Forms
CO-PRD1-LBL-060	1657	IC DNA Reagent Vial Label  – 7.088.002 – MOB-D-088	0	Label
CO-PRD1-LBL-040	1255	IC DNA Reagent Vial Label - 7.073.002 - MOB-D-080	1	Label
CO-PRD1-FRM-252	1368	IC reverse primer Oak House Production IQC	2	Forms
CO-LAB-FRM-017	263	IC Taqman Probe (FAM)	6	Forms
CO-QA-SOP-016	152	Identification and Traceabillity	4	Standard Operating Procedure
CO-QC-T-121	433	Impulse Sealer Use Log	2	Templates
CO-LAB-LBL-013	893	In process MFG material label	3	Label
CO-H&S-T-204	1497	Incidents and Near Miss Form	5	Templates
CO-PRD1-LBL-049	1384	Incoming Goods - Oak House	2	Label
CO-QC-T-115	427	Incoming Oligo QC Form	3	Templates
CO-LAB-FRM-050	627	Incoming Quality Control and Specification for CMO Manufactured io® Cartridges	8	Forms
CO-LAB-FRM-043	633	Incoming Quality Control and Specification for CT Plasmid in TE buffer Materials binx Part Number: 0348	0	Forms
CO-LAB-FRM-088	678	Incoming Quality Control and Specification for IC Forward Primer from SGS DNA: Part number 0262 and 0419	7	Forms
CO-LAB-FRM-041	631	Incoming Quality Control and Specification for NG1 Plasmid in TE buffer Materials binx Part Number: 0346	0	Forms
CO-LAB-FRM-042	632	Incoming Quality Control and Specification for NG2 Plasmid in TE buffer Materials binx Part Number: 0347	0	Forms
CO-PRD1-FRM-262	1381	Incoming Sartorius Minisart NML hydrophilic sterile Syringe Filter with 0.2 µm surfactant-free Cellulose Acetate Membrane Male Luer Lock Oak House IQC	1	Forms
CO-QA-FRM-312	1688	Individual Training Form	0	Forms
CO-IT-POL-028	1186	Information Security Policy	1	Policy
CO-IT-POL-029	1187	Information Security Roles and Responsibilities	1	Policy
CO-SUP-FRM-043	397	Initial Risk Assessment and Supplier Approval	3	Forms
CO-PRD1-PTL-110	1585	Installation and Operational  Qualification Protocols for Jenway 924 030 6.0 mm Tris Buffer pH Electrode (Asset                  ) to be used with Oak House Jenway 3510 pH Meter (Asset 1143)	0	Protocol
CO-CS-SOP-275	1081	Installation and Training - binx io 	0	Standard Operating Procedure
CO-QA-T-164	1053	Instructional Video Template	0	Templates
CO-LAB-SOP-072	489	Instructions for receipt of incoming Non-Stock goods  assigning GRN numbers and labelling	14	Standard Operating Procedure
CO-SUP-SOP-277	1100	Instructions for Receipt of incoming Stock goods assigning GRN No.s & Labelling	4	Standard Operating Procedure
CO-QA-T-012	297	Instructor-led Training Form	5	Templates
CO-LAB-SOP-095	538	Instrument Cleaning Procedure	6	Standard Operating Procedure
CO-OPS-SOP-036	478	Instrument Engineering Change Management	2	Standard Operating Procedure
CO-LAB-SOP-152	584	Instrument Failure Reporting SOP	4	Standard Operating Procedure
CO-OPS-REG-026	851	Instrument Register	7	Registers
CO-CS-SOP-368	18	Instrument Service & Repair Procedure	5	Standard Operating Procedure
CO-CS-T-149	444	Instrument Trouble Shooting Script	1	Templates
CO-PRD1-JA-104	1736	Integra ASSIST PLUS Job Aid	0	Job Aid
CO-PRD1-LBL-033	1199	Intermediate reagent labels	0	Label
CO-QA-SOP-004	71	Internal Audit	13	Standard Operating Procedure
CO-LAB-FRM-109	699	Internal Control di275 Probe from ATDBio Part Number 0294	2	Forms
CO-LAB-SOP-149	581	Introducing New Laboratory Equipment	6	Standard Operating Procedure
CO-LAB-SOP-287	1120	Introduction of New microorganisms SOP	1	Standard Operating Procedure
CO-PRD1-JA-009	1067	Intruder Alarm	0	Job Aid
CO-CS-SOP-249	938	io Insepction using Data Collection Cartridge	1	Standard Operating Procedure
CO-CS-FRM-175	939	io Inspection using Data Collection Cartridge Form	1	Forms
CO-OPS-T-235	1771	io Instrument DPR Calibration and Confirmation Template	0	Templates
CO-QC-LBL-052	1549	io Instrument Failure - For Engineering Inspection Label	0	Label
CO-OPS-T-210	1599	io Instrument Repair Form	1	Templates
CO-OPS-SOP-379	1600	io Instrument Tracking at binx health	0	Standard Operating Procedure
CO-OPS-PTL-023	803	io Reader - Digital Pressure Regulator Calibration Protocol	3	Protocol
CO-OPS-PTL-025	805	io Reader – Force End Test Protocol	3	Protocol
CO-OPS-PTL-024	804	io Reader - Pneumatics End Test Protocol	3	Protocol
CO-QC-SOP-299	1133	io Reader interface - barcode scan rate	4	Standard Operating Procedure
CO-OPS-PTL-048	912	io Release Record (following repair or refurbishment)	3	Protocol
CO-OPS-PTL-026	806	io® Reader – Thermal End Test Protocol	3	Protocol
CO-PRD1-PTL-121	1787	IQ Protocol and Report for the ALX-734 Label Print Dispenser	0	Protocol
CO-PRD1-PTL-116	1739	IQ Protocol and Report for the INTEGRA ASSIST PLUS in Oak House	0	Protocol
CO-LAB-PTL-045	846	IQ Protocol for Binder incubator and humidity chamber	0	Protocol
CO-OPS-PTL-040	819	IQ Validation Protocol Blister Filling Rig	1	Protocol
CO-LAB-PTL-111	1608	IQ/OQ  Validation Protocol for Dry Bath with Metal Block	1	Protocol
CO-DES-PTL-005	462	IQ/OQ for Agilent Bioanalyzer	2	Protocol
CO-LAB-FRM-313	1700	IQC for Part Numbered non-stock miscellaneous items 	1	Forms
CO-FIN-T-026	311	IT GAMP Evaluation Form	4	Templates
CO-IT-SOP-044	486	IT Management Back-UP and Support	5	Standard Operating Procedure
CO-FIN-T-027	312	IT Request for Information	3	Templates
CO-IT-POL-032	1190	IT Risk Management 	1	Policy
CO-IT-FRM-005	1588	IT System Change Request Form	0	Forms
CO-DES-T-022	307	IVD Directive - Essential Requirements Check List Template	4	Templates
CO-LAB-SOP-168	603	Jenway 3510 model pH Meter	4	Standard Operating Procedure
CO-PRD1-SOP-319	1223	Jenway 3510 model pH Meter with ATC probe and 924 30 6.0mm model Tris electrode SOP in Oak House	2	Standard Operating Procedure
CO-CS-JA-050	1405	Job Aid _Field Service-Instrument cleaning	0	Job Aid
CO-LAB-JA-098	1717	Job Aid for Decontamination of Equipment Between Areas	0	Job Aid
CO-QA-JA-088	1689	Job Aid for Global Label Elements	0	Job Aid
CO-LAB-JA-099	1718	Job Aid for Pipette Cleaning	0	Job Aid
CO-QA-JA-072	1575	Job Aid for the Review of Change Controls in QT9	2	Job Aid
CO-QA-JA-076	1579	Job Aid for the Review of Change Management Forms For Non-QT9 Processes	0	Job Aid
CO-QA-JA-077	1580	Job Aid for the Review of Controlled Documents and Records	0	Job Aid
CO-QA-JA-074	1577	Job Aid for the Review of Corrective Actions in QT9	0	Job Aid
CO-QA-JA-075	1578	Job Aid for the Review of Deviations in QT9	0	Job Aid
CO-QA-JA-083	1602	Job Aid for the Review of Feedback in QT9	0	Job Aid
CO-QA-JA-073	1576	Job Aid for the Review of Non-Conforming Product in QT9	0	Job Aid
CO-QA-JA-089	1690	Job Aid for the Review of Regulatory Change Assessment Forms	0	Job Aid
CO-QA-JA-079	1595	Job Aid for the Use of the QT9 Deviation Module	1	Job Aid
CO-QA-T-153	853	Job Aid Template	3	Templates
CO-QC-JA-012	1118	Job Aid: A Guide to QC Cartridge Inspections	0	Job Aid
CO-OPS-URS-028	1375	Keyence LM Series - User Requirements Specification	0	User Requirements Specification
CO-QC-T-016	301	Lab Cleaning Form	9	Templates
CO-QC-T-103	415	Lab investigation initiation Template	1	Templates
CO-QC-T-128	440	LAB investigation summary report	1	Templates
CO-PRD1-SOP-276	1096	Label printing	3	Standard Operating Procedure
CO-LAB-SOP-108	548	Laboratory Cleaning	22	Standard Operating Procedure
CO-QC-SOP-173	608	Laboratory Investigation (LI) Procedure for Invalid Assays and Out of Specification (OOS) Results	3	Standard Operating Procedure
CO-LAB-REG-019	838	Laboratory Investigation Register	1	Registers
CO-LAB-REG-021	840	Laboratory Responsibilities by Area	9	Registers
CO-SUP-SOP-279	1102	Laboratory Stock Take Procedure	5	Standard Operating Procedure
CO-LAB-FRM-277	1545	Low Risk Temperature Controlled Asset Sign 	0	Forms
CO-OPS-SOP-376	1582	LRE Refurbishment Procedure	0	Standard Operating Procedure
CO-PRD1-FRM-239	1355	Magnesium chloride Oak House Production IQC	4	Forms
CO-LAB-SOP-151	583	Management and Control of Critical and Controlled Equipment	10	Standard Operating Procedure
CO-PRD1-SOP-304	1162	Management of Critical and Controlled Equipment at Oak House Production Facility	2	Standard Operating Procedure
CO-QA-SOP-025	468	Management Review	11	Standard Operating Procedure
CO-QA-SOP-147	572	Managing an External Audit	5	Standard Operating Procedure
CO-LAB-FRM-207	1226	Manipulated Material Aliquot form 	0	Forms
CO-H&S-PRO-003	1527	Manual Lifting Procedure	6	H&S Procedures
CO-SUP-JA-030	1318	Manual MRP Process (binx ERP system) and Releasing Purchase / Production Proposals	0	Job Aid
CO-OPS-SOP-206	771	Manufacture of 1.5 M Trehalose	2	Standard Operating Procedure
CO-OPS-SOP-205	770	Manufacture of 200mM Tris pH8.0	4	Standard Operating Procedure
CO-OPS-SOP-133	555	Manufacture of Brij 58 Solution	8	Standard Operating Procedure
CO-QC-PTL-071	1084	Manufacture of Cartridge Reagents	1	Protocol
CO-OPS-SOP-200	765	Manufacture of Chlamydia trachomatis and Neisseria gonorrhoeae positive control samples	8	Standard Operating Procedure
CO-PRD1-FRM-199	1169	Manufacture of CT/IC Detection Reagent - 7.067.002 - MOB-D-074	8	Forms
CO-PRD1-FRM-288	1632	Manufacture of CT/IC Detection Reagent – 7.082.002 – MOB-D-082	0	Forms
CO-OPS-SOP-118	280	Manufacture of CT/IC Primer Passivation Reagent	5	Standard Operating Procedure
CO-PRD1-FRM-200	1170	Manufacture of CT/IC Primer Passivation Reagent - 7.071.002 - MOB-D-078	5	Forms
CO-PRD1-FRM-292	1636	Manufacture of CT/IC Primer Passivation Reagent – 7.086.002 – MOB-D-086	0	Forms
CO-LAB-SOP-199	764	Manufacture of CT/NG Negative Control Samples	7	Standard Operating Procedure
CO-PRD1-FRM-202	1172	Manufacture of CT/NG Taq/UNG Reagent - 7.070.002 - MOB-D-077	6	Forms
CO-PRD1-FRM-291	1635	Manufacture of CT/NG Taq/UNG Reagent – 7.085.002 – MOB-D-085	0	Forms
CO-QC-PTL-070	1083	Manufacture of CTNG Cartridge Reagents	1	Protocol
CO-OPS-SOP-132	554	Manufacture of Elution Buffer Revision 2	4	Standard Operating Procedure
CO-PRD1-FRM-203	1173	Manufacture of IC DNA Reagent - 7.073.002 - MOB-D-080	6	Forms
CO-PRD1-FRM-294	1638	Manufacture of IC DNA Reagent – 7.088.002 – MOB-D-088	0	Forms
CO-OPS-SOP-117	279	Manufacture of IC DNA Reagent	5	Standard Operating Procedure
CO-OPS-SOP-198	763	Manufacture of microorganism glycerol stocks	6	Standard Operating Procedure
CO-PRD1-FRM-197	1167	Manufacture of NG1/IC Detection Reagent – 7.068.002 – MOB-D-075	7	Forms
CO-PRD1-FRM-289	1633	Manufacture of NG1/IC Detection Reagent – 7.083.002 – MOB-D-083	0	Forms
CO-OPS-SOP-119	281	Manufacture of NG1/NG2/IC Primer Passivation Reagent	8	Standard Operating Procedure
CO-PRD1-FRM-293	1637	Manufacture of NG1/NG2/IC Primer Passivation Reagent – 7.087.002 – MOB-D-087	0	Forms
CO-PRD1-FRM-201	1171	Manufacture of NG1/NG2/IC Primer Passivation Reagent -7.072.002 - MOB-D-079	5	Forms
CO-OPS-SOP-107	547	Manufacture of NG2/IC Detection Reagent	7	Standard Operating Procedure
CO-PRD1-FRM-198	1168	Manufacture of NG2/IC Detection Reagent - 7.069.002 – MOB-D-076	7	Forms
CO-PRD1-FRM-290	1634	Manufacture of NG2/IC Detection Reagent – 7.084.002 – MOB-D-084	0	Forms
CO-OPS-SOP-197	762	Manufacture of Taq/UNG Reagent	10	Standard Operating Procedure
CO-OPS-SOP-134	556	Manufacture of Trehalose in PCR Buffer	7	Standard Operating Procedure
CO-OPS-SOP-203	768	Manufacture of Wash Buffer II	3	Standard Operating Procedure
CO-PRD1-T-200	1487	Manufacturing Batch Record (MBR) Template	1	Templates
CO-LAB-REG-008	558	Manufacturing Lot Number Register	5	Registers
CO-PRD1-SOP-370	1563	Manufacturing Overview for CT/NG Taq/UNG Reagent	1	Standard Operating Procedure
CO-PRD1-SOP-355	1462	Manufacturing Overview for Detection Reagents	3	Standard Operating Procedure
CO-PRD1-SOP-369	1562	Manufacturing Overview for IC DNA Reagent	1	Standard Operating Procedure
CO-PRD1-SOP-365	1550	Manufacturing Overview for Primer/Passivation Reagents	1	Standard Operating Procedure
CO-PRD1-SOP-306	1176	Manufacturing Overview for the binx Cartridge Reagent Manufacturing Facility	2	Standard Operating Procedure
CO-OPS-T-152	849	Manufacturing Procedure (MFG) Template	1	Templates
CO-SAM-REG-040	1548	Marketing Presentation Register	0	Registers
CO-QA-REG-023	843	Master Archive Register	3	Registers
CO-QA-REG-032	1071	Master List of Applicable Standards Form Template	0	Registers
CO-LAB-LBL-016	896	MBG water label	3	Label
CO-PRD1-FRM-229	1345	MBG Water Oak House Production IQC	4	Forms
CO-OPS-SOP-193	755	MBR to record the details of the manufacture of T7 storage buffer”	5	Standard Operating Procedure
CO-PRD1-FRM-212	1174	ME2002T/00 and ML104T/00 Balance Weight Verification Form	1	Forms
CO-DES-PTL-001	452	Measuring pH values IQ/OQ Protocol	2	Protocol
CO-OPS-SOP-090	514	MFG for preparing male and female urine with 10% eNAT	3	Standard Operating Procedure
CO-QC-FRM-046	836	Micro Laboratory Checklist	1	Forms
CO-LAB-SOP-239	857	Microorganism Ampoules Handling SOP	0	Standard Operating Procedure
CO-PRD1-SOP-255	961	Mini Fuge Plus centrifuge SOP	0	Standard Operating Procedure
CO-LAB-JA-090	1699	Miscellaneous Part Numbered Items Reference Sheet 	1	Job Aid
CO-QC-T-118	430	Moby Detection Reagent Analysis Spreadsheet	12	Templates
CO-QC-PTL-060	1066	MOBY Detection Reagent Spreadsheet Validation Protocol	1	Protocol
CO-OPS-SOP-377	1586	NetSuite ERP SOP	0	Standard Operating Procedure
CO-OPS-JA-078	1589	NetSuite User Guide	0	Job Aid
CO-SUP-SOP-385	21	New Customer Procedure	3	Standard Operating Procedure
CO-LAB-JA-082	1601	New Equipment and Fixed Asset Crosswalk	0	Job Aid
CO-LAB-FRM-165	860	New Microorganism Introduction Checklist Form	0	Forms
CO-LAB-FRM-021	325	NG1  di452 Probe from SGS	6	Forms
CO-PRD1-FRM-248	1364	NG1 di452 probe Oak House Production IQC	2	Forms
CO-PRD1-FRM-253	1369	NG1 forward primer Oak House Production IQC	2	Forms
CO-PRD1-LBL-043	1258	NG1 IC Detection Reagent Box Label - 7.068.002 - MOB-D-075	2	Label
CO-PRD1-LBL-068	1665	NG1 IC Detection Reagent Box Label – 7.083.002 – MOB-D-083	0	Label
CO-SUP-FRM-216	1307	NG1 IC Detection Reagent Pick List – 7.068.001B	4	Forms
CO-PRD1-LBL-036	1251	NG1 IC Detection Reagent Vial Label - 7.068.002 - MOB-D-075	1	Label
CO-PRD1-LBL-061	1658	NG1 IC Detection Reagent Vial Label – 7.083.002 – MOB-D-083	0	Label
CO-PRD1-LBL-045	1260	NG1 NG2 IC Primer Passivation Reagent Box Label - 7.072.002 - MOB-D-079	2	Label
CO-PRD1-LBL-069	1666	NG1 NG2 IC Primer Passivation Reagent Box Label – 7.087.002 – MOB-D-087	0	Label
CO-PRD1-LBL-038	1253	NG1 NG2 IC Primer Passivation Reagent Vial Label - 7.072.002 - MOB-D-079	1	Label
CO-PRD1-LBL-062	1659	NG1 NG2 IC Primer Passivation Reagent Vial Label – 7.087.002 – MOB-D-087	0	Label
CO-SUP-FRM-218	1309	NG1 NG2 Primer Passivation Reagent Pick List – 7.072.001B	4	Forms
CO-QC-QCP-054	1138	NG1 Plasmid Quantification - qPCR Test (Part No. 0346)	1	Quality Control Protocol
CO-PRD1-FRM-254	1370	NG1 Reverse primer Oak House Production IQC	2	Forms
CO-LAB-FRM-084	674	NG1 Synthetic Target Part No 0258	3	Forms
CO-LAB-FRM-094	684	NG1 Taqman Probe HPLC GRADE Part no 0268	3	Forms
CO-OPS-SOP-105	546	NG1_IC Detection Reagent	8	Standard Operating Procedure
CO-LAB-FRM-022	326	NG2  di452 Probe from SGS	6	Forms
CO-PRD1-FRM-227	1343	NG2 di452 probe Oak House production IQC	2	Forms
CO-PRD1-FRM-255	1371	NG2 forward primer Oak House Production IQC	2	Forms
CO-PRD1-LBL-044	1259	NG2 IC Detection Reagent Box Label - 7.069.002 - MOB-D-076	2	Label
CO-PRD1-LBL-070	1667	NG2 IC Detection Reagent Box Label – 7.084.002 – MOB-D-084	0	Label
CO-SUP-FRM-217	1308	NG2 IC Detection Reagent Pick List – 7.069.001B	4	Forms
CO-PRD1-LBL-037	1252	NG2 IC Detection Reagent Vial Label  - 7.069.002 - MOB-D-076	1	Label
CO-PRD1-LBL-063	1660	NG2 IC Detection Reagent Vial Label – 7.084.002 – MOB-D-084	0	Label
CO-QC-QCP-053	1137	NG2 Plasmid Quantification - qPCR Test (Part No. 0347)	1	Quality Control Protocol
CO-PRD1-FRM-256	1372	NG2 reverse primer Oak House Production IQC	2	Forms
CO-LAB-FRM-085	675	NG2 Synthetic Target Part no 0259	3	Forms
CO-LAB-FRM-095	685	NG2 Taqman probe HPLC GRADE Part No 0269	3	Forms
CO-PRD1-PTL-123	1790	Nicelabel Software Validation Protocol & Report	0	Protocol
CO-SUP-T-098	410	Non Approved Supplier SAP by D supplier information	4	Templates
CO-CA-FRM-044	550	Non-binx-initiated study proposal	1	Forms
CO-QA-SOP-003	70	Nonconforming Product Procedure	19	Standard Operating Procedure
CO-OPS-SOP-126	275	NZ Source BSA Solution	4	Standard Operating Procedure
CO-PRD1-PTL-102	1390	Oak House APC Schneider UPS Asset  1116 Validation Protocol	0	Protocol
CO-PRD1-PTL-103	1391	Oak House APC Schneider UPS Asset  1117 Validation Protocol	0	Protocol
CO-PRD1-PTL-104	1392	Oak House APC Schneider UPS Asset  1118 Validation Protocol	0	Protocol
CO-PRD1-PTL-105	1393	Oak House APC Schneider UPS Asset  1176 Validation Protocol	0	Protocol
CO-PRD1-PTL-106	1394	Oak House APC Schneider UPS Asset  1177 Validation Protocol	0	Protocol
CO-SUP-T-171	1274	Oak House Commercial Invoice - Cartridge Reagent (-20°c)	2	Templates
CO-SUP-T-182	1415	Oak House Commercial Invoice - Cartridge Reagent (2-8°c)	2	Templates
CO-PRD1-SOP-265	981	Oak House Emergency Procedures	0	Standard Operating Procedure
CO-PRD1-PTL-075	1097	Oak House Environmental Control System Validation Protocol	0	Protocol
CO-PRD1-REG-035	1196	Oak House Equipment Service and Calibration Register	3	Registers
CO-PRD1-PTL-090	1278	Oak House Haier DW-86L338J Freezer 1155 Validation Protocol	0	Protocol
CO-SUP-LBL-073	1780	Oak House IQC Expiry Label Template	0	Label
CO-PRD1-PTL-078	1198	Oak House Jenway 3510 pH Meter Asset 1143 Validation Protocol	1	Protocol
CO-SUP-FRM-213	1276	Oak House Lab Replenishment Form	0	Forms
CO-PRD1-PTL-093	1281	Oak House Labcold RLDF0519 Fridge 1161 Validation Protocol	0	Protocol
CO-PRD1-PTL-091	1279	Oak House Labcold RLDF1519 Fridge 1157 Validation Protocol	0	Protocol
CO-PRD1-PTL-092	1280	Oak House Labcold RLDF1519 Fridge 1159 Validation Protocol	0	Protocol
CO-PRD1-PTL-097	1292	Oak House Labcold RLDF1519 Fridge 1207 Validation Protocol	0	Protocol
CO-PRD1-PTL-095	1290	Oak House Labcold RLVF0417 Freezer 1162 Validation Protocol	0	Protocol
CO-PRD1-PTL-094	1289	Oak House Labcold RLVF1517 Freezer 1158 Validation Protocol	0	Protocol
CO-PRD1-PTL-096	1291	Oak House Labcold RLVF1517 Freezer 1183 Validation Protocol	0	Protocol
CO-PRD1-PTL-098	1293	Oak House Labcold RLVF1517 Freezer 1208 Validation Protocol	0	Protocol
CO-PRD1-T-199	1486	Oak House Manufacturing Overview SOP Template	0	Templates
CO-PRD1-PTL-087	1235	Oak House Mettler Toledo ME2002T_00 Precision Balance Asset 1170 Validation Protocol	0	Protocol
CO-PRD1-PTL-088	1236	Oak House Mettler Toledo ML104T_00 Analytical Balance Asset 1171 Validation Protocol	0	Protocol
CO-PRD1-PTL-089	1237	Oak House Mettler Toledo ML104T_00 Analytical Balance Asset 1172 Validation Protocol	0	Protocol
CO-PRD1-FRM-181	975	Oak House Monthly Production Facility Checklist	2	Forms
CO-PRD1-PTL-099	1330	Oak House MSC1800 Production Enclosure Asset 1168 Validation Protocol	0	Protocol
CO-PRD1-SOP-303	1156	Oak House Out of Hours Procedures 	0	Standard Operating Procedure
CO-SUP-T-183	1416	Oak House Packing List - Cartridge Reagent (-20°c)	2	Templates
CO-SUP-T-172	1275	Oak House Packing List - Cartridge Reagent (2-8°c)	2	Templates
CO-PRD1-REG-036	1197	Oak House Pipette Register	0	Registers
CO-PRD1-SOP-269	986	Oak House Pipette Use and Calibration SOP	4	Standard Operating Procedure
CO-PRD1-T-160	973	Oak House Production Facility Cleaning Record	1	Templates
CO-PRD1-COP-003	971	Oak House Production Facility Code of Practice	1	Code of Practice
CO-PRD1-PTL-100	1332	Oak House Roto-Therm H2024-E Hybridisation Oven Asset 1113 Validation Protocol	0	Protocol
CO-SUP-SOP-320	1227	Oak House Supply Chain Reagent Production Process Flow	6	Standard Operating Procedure
CO-SUP-FRM-286	1629	Oak House Warehouse Monthly Cleaning Record	1	Forms
CO-OPS-SP-006	1783	Open Clamp Instrument Requirement Specification 	0	Specification
CO-LAB-SOP-177	612	Operating instruction for the QuantStudio 3D digital PCR system	1	Standard Operating Procedure
CO-LAB-SOP-178	613	Operating Instructions for Signal Analyser	1	Standard Operating Procedure
CO-LAB-SOP-022	338	Operation & Maintenance of Grant SUB Aqua Pro 5 (SAP5) unstirred Water Bath with Labarmor Beads	2	Standard Operating Procedure
CO-PRD1-PTL-125	1793	OQ Protocol and Report for the ALX-734 Label Print Dispenser	0	Protocol
CO-LAB-PTL-046	847	OQ protocol for binder incubator and humidity chamber	0	Protocol
CO-PRD1-PTL-118	1743	OQ Protocol for the INTEGRA ASSIST PLUS in Oak House	0	Protocol
CO-OPS-PTL-039	818	OQ Validation Protocol Blister Filling Rig	1	Protocol
CO-OPS-SOP-364	1543	Order to Cash Process	0	Standard Operating Procedure
CO-LAB-SOP-241	870	Ordering of New Reagents and Chemicals	0	Standard Operating Procedure
CO-LAB-SOP-175	610	Out of Hours Power Loss and Temperature Monitoring	3	Standard Operating Procedure
CO-SUP-SOP-324	1246	Packaging and Shipping Procedure for binx Cartridge Reagent	3	Standard Operating Procedure
CO-OPS-PTL-043	821	PAN-D-267 Signal Analyzer Validation of functions for outputting V&V tables	1	Protocol
CO-LAB-FRM-087	677	Part No 0261 CT Reverse Mod Primer from SGS DNA	7	Forms
CO-LAB-FRM-089	679	Part No 0263 IC Reverse Primer from SGS DNA	6	Forms
CO-LAB-FRM-090	680	Part No 0264 NG Target 1 Forward Primer from SGS DNA	6	Forms
CO-LAB-FRM-091	681	Part No 0265 NG Target 1 RA Reverse Primer from SGS DNA	6	Forms
CO-LAB-FRM-092	682	Part No 0266 NG Target 2 Forward Primer from SGS DNA	6	Forms
CO-LAB-FRM-093	683	Part No 0267 NG Target 2 Reverse Primer from SGS DNA	6	Forms
CO-LAB-LBL-006	885	Part No GRN Label	4	Label
CO-LAB-REG-012	829	Part No Register	2	Registers
CO-LAB-FRM-061	650	Part No. 0093 CT ME17 Synthetic target HPLC GRADE	6	Forms
CO-LAB-FRM-069	659	Part No. 0118 IC Synthetic target HPLC GRADE	6	Forms
CO-LAB-FRM-082	672	Part No. 0248 Pectobacterium atrosepticum chromosomal DNA in TE buffer	4	Forms
CO-LAB-FRM-111	701	Part No. 0296 Chlamydia trachomatis serovar F ATCC VR-346	3	Forms
CO-LAB-FRM-123	713	Part No. 0318  NATtrol Chlamydia trachomatis Positive Control	1	Forms
CO-LAB-FRM-124	714	Part No. 0319 NATrol Neisseria gonorrhoeae Positive Control	2	Forms
CO-LAB-FRM-136	726	Part No. 0339 NG2_di275_probe from SGS DNA	1	Forms
CO-LAB-FRM-076	666	Part Number 0188 Vircell CT DNA Control	2	Forms
CO-LAB-FRM-112	702	Part Number 0298 Vircell NG DNA Control	2	Forms
CO-H&S-P-002	1533	PAT Policy	6	H&S Policy
CO-PRD1-FRM-257	1373	Pectobacterium atrosepticum (IC) DNA buffer Oak House Production IQC	2	Forms
CO-QA-T-143	457	Periodic Training Review Form	4	Templates
CO-PRD1-FRM-258	1377	pH Buffer Bottle 10.01 Twin-neck Oak House Production IQC	2	Forms
CO-PRD1-FRM-260	1379	pH Buffer Bottle 4.01 Twin-neck Oak House Production IQC	2	Forms
CO-PRD1-FRM-259	1378	pH Buffer Bottle 7.00 Twin-neck Oak House Production IQC	2	Forms
CO-QC-T-030	315	pH Meter Calibration Form	3	Templates
CO-PRD1-FRM-211	1210	pH Meter Calibration form - 3 point	3	Forms
CO-DES-T-005	290	Phase Review Record	2	Templates
CO-IT-POL-030	1188	Physical Security Policy	1	Policy
CO-LAB-SOP-184	619	Pilot Line Blister Filling and Sealing Standard Operating Procedure	3	Standard Operating Procedure
CO-SUP-SOP-278	1101	Pilot Line Electronic Stock Control	8	Standard Operating Procedure
CO-DES-T-084	396	Pilot Line Electronic Stock Register	5	Templates
CO-LAB-LBL-023	903	Pilot Line Materials Label	1	Label
CO-DES-PTL-007	464	Pilot Line Process & Equipment Validation	3	Protocol
CO-DES-T-112	424	Pilot Line Use Log	6	Templates
CO-LAB-LBL-008	887	Pipette Calibration Label	1	Label
CO-PRD1-JA-081	1598	Pipette Handling -Job Aid	0	Job Aid
CO-LAB-REG-013	830	Pipette Register	3	Registers
CO-LAB-SOP-131	553	Pipette Use and Calibration SOP	13	Standard Operating Procedure
CO-OPS-SOP-002	24	Planning for Process Validation	3	Standard Operating Procedure
CO-OPS-SCR-003	1761	Pneumatic Test Cartridge Calibration Scripts	1	Script-io 
CO-OPS-SOP-166	601	Pneumatics Test Rig Set up and Calibration	3	Standard Operating Procedure
CO-SUP-POL-017	1105	Policy for Commercial Operations	4	Policy
CO-QA-POL-013	579	Policy for Complaints and Vigilance	2	Policy
CO-QA-POL-010	576	Policy for Control of Infrastructure Environment and Equipment	5	Policy
CO-CS-POL-012	578	Policy for Customer Feedback	5	Policy
CO-QA-POL-006	563	Policy for Document Control and Change Management	5	Policy
